product_id,name_template,productcategoryname,service
2713,Onduleur APC ,All products,SI
2714,ADDAPTATEUR TP-LINK PCI USB SANS FIL 300 MBPS TL-WN821N,All products,SI
2715,Repas ComplÃ©t Boisson Comprise,All products,SI
2716,ANTENNE TP-LINK EXTERIEURE WIFI DIRECTIONNELLE 2.4 GHZ 14 DBI TL-ANT2414B,All products,SI
2717,ANTENNE TP-LINK INTERIEUR OMNI DIERCTIONNELLE 2.4 GHZ 8 DBI TL-ANT2408CL,All products,SI
2718,Cachet Trodat 9413,All products,SI
2719,adaptateur TP-LINK PCI USB SANS FIL 300MBPS TL-WN821N,All products,SI
2720,CLE WIFI TYPE INTEX : 16 DBI,All products,SI
2721,HÃ©bergement hÃ´tel chambre simple,All products,SI
2712,Matériel Serveur ML110-G7,All products,SI
2923,sacoche portable,All products,SI
4061,Bain d'huile,All products,SI
2725,MICRO PORTABLE NP370R5E-S03DZ,All products,SI
2726,debours electricitÃ©,All products,SI
2727,Participation au workshop Mini MBA,All products,SI
2728,WORKSHOP MINI MBA,All products,SI
2729,Fourniture et installation serveur CSBox d'une capacitÃ©e: 4Lignes RTC/30 linges internes,All products,SI
2730,Offre d'emploi diffusion pendant 8 semaines,All products,SI
2731,Ensemble directionnel type GALILEE comprenant,All products,SI
2733,enveloppe F15,All products,SI
2734,station de travail ,All products,SI
2735,RAM DE PAPIER A4,All products,SI
2737,ClÃ© WIFI Intex,All products,SI
2740,Licences d'application,All products,SI
2741,Backup SaaS,All products,SI
2742,Kaspersky Endpoint Security for Business ,All products,SI
2743,Onduleur APC Smart-UPS CA 380/400/415 V,All products,SI
2745,FAXING ,All products,SI
2746,SERVEUR HP DL 380 G6 INTEL XEON QUAD 2.26 GHZ ,All products,SI
2748,Serveur HP Proliant,All products,SI
2749, forma,All products,SI
2750,IAP,All products,SI
2751,MICRO HP,All products,SI
2752,KASPERSKY INTERNET SECURITY 3 POSTES 2013,All products,SI
2764,DELL PowerEdge R210,All products,SI
2766,micro portable,All products,SI
2769,Relooking ,All products,SI
2770,MULTIPRISE EATON 6 SORTIES,All products,SI
2771,PD-3501G-AC - 1 Port 802.3af PoE Midspan 10/100/1000 15.4W,All products,SI
2772,MAINT - ARUBA - Support et mise Ã  jour logicielle d'une annÃ©e,All products,SI
2774,Formation Diplomante,All products,SI
2775,RAM EXTRA BLANC 80GR F A4,All products,SI
2763,E-SMS ,All products,SI
2797,Email server protection,All products,SI
2799,Licence Anti-virus,All products,SI
2800,TAXE DE SÃ©JOUR,All products,SI
2806,Mise a jour,All products,SI
2813,Onduleur professionnel 4 KVA + batterie,All products,SI
2814,Relooking : - Changement charte de graphique selon la maquette souhaitée. - Intégration CSS 2. - Programmation selon les normes ,All products,SI
2816,Formation diplomante : Développeur web + AEC ( diplôme canadien ),All products,SI
2817,Billet d'avion,All products,SI
2819,"Réseau : Installation, paramétrage du réseau, mise en service.",All products,SI
2820,Hébergement : stations,All products,SI
2822,Local à usage de bureau,All products,SI
2823,Nettoyage des bureaux administratifs,All products,SI
2824,Droit d'inscription forfaitaire,All products,SI
2825,Frais de participation au 14 ème SIFTECH Salon International du Futur Technologique,All products,SI
2826,Stand aménagé couvert,All products,SI
2827,Hébèrgement hôtel,All products,SI
2828,"Formation ayant pour thème ""ITIL V3 FOUNDATION"" Nombre de participant : 01 Dates de formation: 17-18-19/12/2012 Durée de formati",All products,SI
2829,Business,All products,SI
2830,Business Control,All products,SI
2831,Casque Jabra 150 Mono,All products,SI
2833,Casque Jabra BIS360,All products,SI
2834,TONER HP 85A,All products,SI
2840,BRISTOL UNI BLANC A4 180G 100F**,All products,SI
2841,MARQUEUR PERMANENT PENTEL,All products,SI
2842,TONER LASER 36A,All products,SI
2843,KASPERSKY 3 POSTES 2013/ 1 AN,All products,SI
2846,Honoraires d'assistance comptable Déclaration fiscales Tenue de comptabilité avr 13 mai 13 juin 13,All products,SI
3102,Data,All products,SI
2848,INTERNET 08 MB/S,All products,SI
2851,Kaspersky Endpoint Security for Business - Select Protection pour postes de travail et Serveurs de Fichiers. Période de validité,All products,SI
2853,Travaux de tirage des états financiers 2012,All products,SI
2855,"MICRO PORTABLE NP370R5E-S03DZ INTEL CORE I5 RAM 6 GB DISQUE DUR 750 GB ECRAN 15.6""",All products,SI
2856,HP 8GB 2Rx4 PC3-10600R-9 Kit,All products,SI
2859,Intégration et implémentation : - Système d'exploitation Linux CentOs 6.x ( Redhat ). - Apache/2.2.23 - Mysql 5.x - PHP ver 5.3.,All products,SI
2860,Ligne téléphonique fixe 023 20 20 25,All products,SI
2858,HP DL380 Gen9 E5-2620v3 Kit,All products,SI
2854,"HP ProLiant DL380 G9 E5-2620v3 (2.4GHz/6-core/15MB), P440ar/2 Go FBWC, 4x1GbE, 2x16 Go, 8*HDDs 300Go SAS 10K",All products,SI
2852,APC Smart-UPS 5000VA 230V Rackmount/Tower,All products,SI
2867,Contrôle d'accés Digital à empreinte WP300,All products,SI
2870,Onduleur APC : 500 VA,All products,SI
2872,ANTENNE TP-LINK EXTERIEURE WIFI DIRECTIONNELLE 2.4 GHZ 14 DBI TL-ANT2414B,All products,SI
2873,ANTENNE TP-LINK INTERIEUR OMNI DIERCTIONNELLE 2.4 GHZ 8 DBI TL-ANT2408CL,All products,SI
2874,Cachet Trodat 9413,All products,SI
2875,adaptateur TP-LINK PCI USB SANS FIL 300MBPS TL-WN821N,All products,SI
2876,CLE WIFI TYPE INTEX : 16 DBI.,All products,SI
2877,Hébergement hôtel chambre simple,All products,SI
2878,debours electricité,All products,SI
2879,Participation au workshop Mini MBA,All products,SI
2880,Fourniture et installation serveur CSBox d'une capacitée: 4Lignes RTC/30 linges internes,All products,SI
2881,Offre d'emploi diffusion pendant 8 semaines,All products,SI
2882,Ensemble directionnel type GALILEE comprenant: plan de travail en demi lune 240*110 avec sous main en similicuire et porte clavi,All products,SI
2884,enveloppe F15,All products,SI
2886,WORKSHOP MINI MBA,All products,SI
2887,TAXE DE SéJOUR,All products,SI
2888,RAM DE PAPIER A4,All products,SI
2924,Poste additionnel en réseau,All products,SI
2871,ADDAPTATEUR TP-LINK PCI USB SANS FIL 300 MBPS TL-WN821N,All products,SI
2885,Station de travail EliteOne 800 HP,All products,SI
2865,"Boitier Serveur SYNOLOGY 2HDD 3""5 DS212J",All products,SI
2883,"installation, configuration et mise en service",All products,SI
2892,"IAP-105 - Aruba Instant 105 Wireless Access Point, 802.11abgn, dual-band, dual radio, integrated antennas.",All products,SI
2894,micro portable HP650 Intel Core I3 Ram 4Go Disque Dur 500 Go Ecran 15.6 + Sacoche REF/B6N13EA/BH4,All products,SI
2895,MULTIPRISE EATON 6 SORTIES,All products,SI
2896,SWITCH 5 PORT TP-LINK 10/100Mbps REF:TL-SF1005D,All products,SI
2897,CLE USB WIFI D-LINK REF/DWA-131,All products,SI
2898,PD-3501G-AC - 1 Port 802.3af PoE Midspan 10/100/1000 15.4W,All products,SI
2899,MAINT - ARUBA - Support et mise à jour logicielle d'une année,All products,SI
2900,BlackBerry Manager,All products,SI
2901,Formule intégrale,All products,SI
2902,AGENDA JOURNALIER NOTE BOOK 2014 A BOTTON DIF COUL,All products,SI
2903,echancier,All products,SI
2904,AGENDA NOTE BOOK 2014 A BOTTON,All products,SI
2905,"STYLOS SERIGRAPHIE RECTRACTABLE NOIR ""TECHNO""",All products,SI
2906,griffe trodat 4911,All products,SI
2907,griffe trodat 4912,All products,SI
2909,Chemises à rabat pelliculage pat avec découpage papier 350 grs,All products,SI
2910,Carte de visite,All products,SI
2911,"MICRO PORTABLE ACER INTEL CORE I3-2348M RAM 4GB DISQUE DUR 500GB ECRAN 15.6""",All products,SI
2912,"PORTE FOLIO NOIR ""TECHNO"" REF: 3872",All products,SI
2913,PORTE FOLIO ROUGE RED -BR EXTRAVAG REF : AN-7758 A4Z,All products,SI
2914,"MICRO PORTABLE FUJITSU LB A532 NG/I5-3210M RAM 4GB DISQUE DUR 500GB GRAVEUR DVD ERAN 15.6""",All products,SI
2915,"MICRO PORTABLE HP2 CORE I3-3110M 2.4 GHZ RAM 4GO DDR3 DISQUE DUR 500GB GRAVEUR DVD ECRAN 15.6"" REF/E9P66EA/BHA",All products,SI
2916,Mr BELBACHIR:MOHAMED LAMINE Chambre single Hotel Mercure Hagen Du 17/02/2014 au 21/02/2014,All products,SI
2917,Casque 550 MONO USB,All products,SI
2922,chopes magiques customisés,All products,SI
2925,Assistance et mise à jour forfétaire pour une année,All products,SI
2926,Hp laserjet M1120n MFP,All products,SI
2928,forfait Business 18H,All products,SI
2929,"PC Portable HP ProBook 4540s,Prosseseur intel core i3-3110M ( 2,40 Ghz, 3 Mo de mémoire cache, 2 cores), ram : 4Go DDR3, Disque ",All products,SI
2930,Toner Noir HP Laser Jet 1566/1606/ M1536dnf,All products,SI
2931,TAPIS DE SOURIS LOGITEC 18*22 PM REF 490504 142367,All products,SI
2932,CLAVIER MULTIMEDIA USB 'SCOOP' REF 470694,All products,SI
2934,PRESENTOIR DOCUMENT DOUBLE FACE CRISTAL A4 'TECHNO ' REF 2987,All products,SI
2935,MODULE DE CLASSEMENT DE 05 TIROIRS NOIR 'TECHNO ' REF 1709,All products,SI
2936,ECRAN DE PC PLAT 19 POUCE _NVP,All products,SI
2937,DVD-R PRINCO 4.7 GB 120 MIN 16X REF 300611,All products,SI
2938,SOURIS OPTIQUE USB 'MAC TECH ' REF 250143,All products,SI
2939,PORTE CARTE VISITE COMIX 240 CARTES REF 1610,All products,SI
2940,exam RHCSA (Examen + pause café),All products,SI
2941,TP-LINK TL-WN,All products,SI
2942,TP LINK TL-WN 722 N,All products,SI
2943,"Maintenance : software serveur : - Paramétrage. - Sécurité. - Configuration. - Mise en service. - Suivi, test, recette.",All products,SI
2944,PRESENTOIR EN PLEXI A4 DE 04 CASES _NVP,All products,SI
2945,ENCRE A TAMPON BLEU 'FABS ' REF 9131003,All products,SI
2946,PRESENTOIR EN PLEXI A4 DE 03 CASES _NVP,All products,SI
2947,ECRAN LED+TV 24° SAMSUNG,All products,SI
2956,"Formation pour la prise en main rapide Modules : - Gestion des projets - Comptabilité Algérienne, - RH + Gestion de la paie, - A",All products,SI
2958,BACKUP Serveur : monthly ( mensuel ) : 30 sauvegardes.,All products,SI
2959,Solution SMS : - Clé SMS. - Application SMS. - Licence application.,All products,SI
2961,Formation de la solution GED,All products,SI
2962,Déploiement et paramétrage,All products,SI
3098,"Table de r réunion pour 12 pers dim: 4,20x1,70m",All products,SI
3099,"Table de réunion réunion pour 12 pers dim: 4,20x1,70m",All products,SI
2967,- Introduction aux CMS -introduction à WordPress -Notions de bases en PHP/mySQL -Back end et gestion du contenu -Architecture d',All products,SI
2968,Formation PHP/MySQL - Introduction à PHP - Découpage d'une page web - Les variables - Les conditions - Les boucles - Les fonctio,All products,SI
2969,Option : - 4 Go RAM. - 200 Go Disque.,All products,SI
2950,Garantie et support technique de la solution  356 jours. ,All products,SI
2949,Formation de la solution E-Learning,All products,SI
2964,Module RH avec paie Algérienne configuration,All products,SI
2957,BACKUP : WEEKLY ( Hébdomadaire ) ( 100 Go ),All products,SI
2977,"Tablette Samsu,g Galaxy Tab SM T 531 black",All products,SI
2979,Habillage véhicule : impression découpe pose,All products,SI
2986,Modem DLink 300 Mbps,All products,SI
2987,Armoire 12 pouces,All products,SI
2988,"Poste :TECHNICO-COMMERCTAL 1. Sélection ; 2, Recrutement; 3. Accompognement.",All products,SI
2989,FRAIS DE l'INAPI,All products,SI
2990,FRAIS DE L'INAPI,All products,SI
2991,FRAIS DE DEPLACEMENT,All products,SI
2992,Sac avec sérigraphie,All products,SI
2994,Windows Server Standard 2012R2 SNGL OLP NL open,All products,SI
2995,ARTICLE DE BUREAU ET CONSOMMABLE,All products,SI
2996,"Table de réunion pour 12 pers dim: 4,20x1,70m",All products,SI
2983,RAM 8 GO,All products,SI
2984,Video Projecteur EPSON S18 3000Lm SVGA HDMI,All products,SI
2980,INTERVENTION REVISION,All products,SI
2998,"HP ProLiant MicroServer Gen8 G2020T 1P 4GB-U Server/GO Processor Intel® Pentium® G2020T (2 core, 2.5 GHz, 3MB, 35W), Ultra Micro",All products,SI
2973,Accompagnement dans la rédaction d'une charte du bon usage des ressources informatiques,All products,SI
3100,Table de réunion,All products,SI
2978,Intervention ingénieur jour /homme junior,Hébergement,SI
3004,""" Applicatif : surveillance de toutes les solutions et applications hébergés sur votre infrastructure. "" OS : surveillance de to",All products,SI
3005,Borne tactile 22?? model LYS,All products,SI
3006,"MICRO HP I3 RAME 4GO DISQUE DUR 500GO ECRAN 15.6""",All products,SI
3007,KASPERSKY INTERNET SECURITY 3 POSTES 2013,All products,SI
3017,HP 300GB 10K 6G 2.5 SAS DP HDD,All products,SI
3020,"Publicité sur le réseau, Internet. - Ciblage pays. - Ciblage age. - Annonces.",All products,SI
3015,CD intéractif Multimédia,All products,SI
3018,Messagerie SaaS,All products,SI
3000,"HP ProBook 440 G3 Intel® Core™ i5‐6200U 4 Go de mémoire SDRAM SATA 500 Go, 7200 tr/min Ecran LED HD (14 pouces) 1366 x 768 FREED",All products,SI
3027,"FAXING : - Solution clé en main. - Une application fournie. - Envoi a partir de votre PC. - Forma de fichier word, PDF, texte.",All products,SI
3028,SERVEUR HP DL 380 G6 INTEL XEON QUAD 2.26 GHZ RAM 2 *2 GO 2 DISQUE DUR SAS 146 GO 10 000 TR/MIN CONTROLEUR HP SMART ARRAY GESTIO,All products,SI
3029,Sécurisation des machines serveurs et l'infrastructure d'entreprise - Installation et configuration de base du Firewall : - Prép,All products,SI
3031,DVD ou CD. - boitier CD. - Jaquette. - Conception de la maquette Jaquette. - Gravage et finalisation.,All products,SI
3034,Print : - Flashage - papier 150 gr intérieur - papier 250 gr couverture - Réalisation et conception de la maquette - Finalisatio,All products,SI
3036,"DELL PowerEdge R210 INTEL® XEON® X3430, 2,4 GHZ, cache de 8 Mo, TURBO 4 Go (1X4Go), 1333 MHz, UDIMM à accès double PERC H200 Ada",All products,SI
3042,License Windows server 2008,All products,SI
3069,CARNET DE50 BONS CARBURANTS AUTO,All products,SI
3071,PRESTATION CARNET TAC NAFTAL,All products,SI
3026,"Plan + 20 000 Mo et comptes e-mail illimités sur le plan - Solution anti-spam et anti-virus professionnelle - Alias collecteur, ",All products,SI
3101,Data,All products,SI
3045,Email server protection. - Capably handles unlimited mailboxes. - Central management. - Saves time and costs of individual deplo,All products,SI
3062,UTMWNWP,All products,SI
3051,SITE STATIQUE,All products,SI
2671,Conseil,All products,SI
2672,Formation diplomante ,All products,SI
2673,Billet d'avion,All products,SI
2674,HÃ©bergement 250 Go,All products,SI
2676,standard,All products,SI
2677,HÃ©bergement,All products,SI
2679,Local Ã  usage de bureau,All products,SI
2681,Droit d'inscription forfaitaire,All products,SI
2682,Frais de participation au 14 Ã¨me SIFTECH,All products,SI
2683,Stand amÃ©nagÃ© couvert,All products,SI
2685,Business Control,All products,SI
2686,Casque Jabra 150 Mono,All products,SI
2680,Nettoyage des bureaux administratifs,All products,SI
2675,Maintenance par poste,All products,SI
2665,Administrateur des systèmes,All products,SI
2684,"Formation ayant pour thème  ""ITIL V3 FOUNDATION""",All products,SI
3084,MICRO PORTABLE DELL INS-3542 Intel Pentium 3805U QUAD Core,All products,SI
3085,gne téléphonique fixe 023 20 20 25,All products,SI
3086,Data,All products,SI
3087,Lenovo,All products,SI
3088,Ram DD,All products,SI
3089,LOCATION BORNE TACTILE 22 MODEL LYS,All products,SI
3090,CONSOMMATION,All products,SI
3091,Serveur dédié:hebergement machine D1,All products,SI
3092,IP@,All products,SI
3093,Assistance et mise à jour forfaitaire pour une,All products,SI
3094,Repas complet boisson comprise,All products,SI
3095,Salle de location ,All products,SI
3096,lOCATION SALLE DE R2UNION,All products,SI
3097,Location salle de réunion bon de Cde n°008,All products,SI
3103,Nettoyage des ,All products,SI
3104,serveur dédié2 hebergement machine,All products,SI
3107,charges communes 15,All products,SI
3108,ip@,All products,SI
3109,"impréssionA4,quadrichromie,papier couché",All products,SI
3110,Taxe pub,All products,SI
3111,Bandeau d'alimentation TELESYSTEM 19,All products,SI
3112,INTERNET,All products,SI
3113,IP@,All products,SI
3114,local à usage,All products,SI
3115,charges communes,All products,SI
3106,HP MicroServer Gen8,All products,SI
3134,IMPRIMANTE HP LASERJET P1606DN Laser Noir A4,All products,SI
3135,scanner,All products,SI
3137,"POST-75*75mm couleur fluorescent rose""info""80f",All products,SI
3138,"Machine à relier bindmate A4""GBC3",All products,SI
3139,Module news letter,All products,SI
3140,Module annonce ,All products,SI
3141,POST-,All products,SI
3142,MACHINE A RELIER BINDMATE A4 GBC REF 223473/4400399(223473),All products,SI
3143,rolido n°11(noir)TECHNO REF 0146(0146),All products,SI
3144,rolido,All products,SI
3145,cable reseau bonne qua de 5m cat 6 ref 002809(002809),All products,SI
3146,rame papier a4 hillal multicopy rouge 500f 80g ref 00112-0004(0012),All products,SI
3147,post-it 75x75mm couleurs fluorescent vert info 80f ref 5654-33 (5654-33) 965433,All products,SI
3148,rolido n°06(noir) techno ref 0150(0150),All products,SI
3149,dvd-r verbatim 16x/4.7 gb/120 min lightscribe ref 3643(3643),All products,SI
3150,rolido n°03(noir) techno ref 0159(0159),All products,SI
3151,post-it 75x75mm couleurs fluorescent jaune info 80f ref 5654-34 965434(5654-34 965434),All products,SI
3152,cartouche d'encre pourmarqueur tube noir 03g techno ref 2936 (2936),All products,SI
3153,pochette co simple pour 1 cd paque de 100 pcs ref 490017(490017),All products,SI
3154,LED 50 FULL HD,All products,SI
3155,SMART PHONE CONDOR C8S NOIR,All products,SI
3156,CONGELATEUR HORIZONTAL BLANC,All products,SI
3157,Hébergement serveur NETISSIME PREMIUM ns.netissime.dz,All products,SI
3158,Hébergement serveur FIRST ns201.Netissime.dz+licence CPANEL,All products,SI
3159,Hébergement serveur FIRSTns203.Netissime.dz+licence CPANEL,All products,SI
3260,Hebergement serveur ECO +ns202.netissime.dz,All products,SI
3160,LOCATION DE 6 ip pour le serveur ns 202.netissime.dz 1 ip/800 DZ donc 6x800=4800DZDD,All products,SI
3161,Hebergement serveur PREMIUM ns205.Netissime.dz+4 adresses ip,All products,SI
3174,hebergement hotel,All products,SI
3175,cafetaria matin,All products,SI
3176,Lenovo G50-70-Core-i5 421ou-4G-500Go DVD RW -Carte Grafique intel HD- Webcam-Wifi-FreeDos,All products,SI
3177,Memoire DDR3 SODIMM 4GO,All products,SI
3178,Scanner Canon CanoScan Lide 120,All products,SI
3179,Barette Memoire DDR3 Go pour laptop,All products,SI
2821,ERP ,All products,SI
3183,Module magazine en ligne ,All products,SI
3189,FORMATION ET MAINTENANCE INFORMATIQUE,All products,SI
3186,proces verbal de l'assemblé générale en langue francaise,All products,SI
3187,copie,All products,SI
3188,CRM,All products,SI
3190,traitement des salaires avril-mai-juin 2015,All products,SI
3192,CLIMATISEUR MOBILE 12000T1 NOIR,All products,SI
3194,Windows Serveur Standard 2012 DVD,All products,SI
3180,Switch CISCO SG-110 24 ports,All products,SI
3201,Windows Server 2012 Standard R2 FRENCH APK OEI DVD,All products,SI
3202,Renouvellement du contrat de location avec l'ANPT,All products,SI
3203,Acte notarié,All products,SI
3204,Enregistrement,All products,SI
3205,cachet,All products,SI
3206,"Serveur HP ML110-G7 E3-1220(8M Cache,3.10GHz) RAM 2X2GB B110i HDD 2X500GB LFF DVD-ROM ALIM 1X350W",All products,SI
3209,IMRPIME CHEQUE,All products,SI
3210,Netbook Acer Aspire E3-112,All products,SI
3212,Kit Clavier Souris LOGTIECH MK270 Sans Fil,All products,SI
3213,saida,All products,SI
3214,HP Prolinat Micro Serveur Gen 7 G2020T ip4GB,All products,SI
3216,"Complet : nettoyage de la carrosserie, les jantes, les vitres, les sièges, les plastiques, le coffre et l'aspiration.",All products,SI
3217,DEVELOPPEMENT LANGUE ,All products,SI
3218,DEVELOPPEMENT LANGUE ARABE,All products,SI
3220,Gestion de campagne de redirection Facebook,All products,SI
3219,Gestion de promotion de publication Facebook,All products,SI
3221,Gestion de campagne Google Display Network,All products,SI
3222,Gestion de Campagne Google Search,All products,SI
3223,location de la salle de reunion,All products,SI
3211,FORMATION ,All products,SI
3215,Module langue supplémentaire ,All products,SI
3227,Cable réseau R45 de 3m,All products,SI
3256,Cartes de visite r/v avec pelliculage mat,All products,SI
3230,licence kaspersky pack de 3 pcs,All products,SI
3231,cables réseaux r45 de 3m,All products,SI
3232,cartable laptop 15.6 pouces,All products,SI
3233,souris usb,All products,SI
3234,barrette memoire 4Go DDR3,All products,SI
3235,"EPSON GT-30000 A3 à plat AVEC CHARGEUR DE DOCS, Vitesse 0.4ms/ligne",All products,SI
3236,hebergement serveur first ns 201,All products,SI
3237,869hebergement serveur first ns 203,All products,SI
3238,350hebergement serveur eco+ns202,All products,SI
3239,location de 6 ip pour serveur ns 202,All products,SI
3240,hebergement serveur premium ns 205,All products,SI
3241,hebergement serveur premium ns 305,All products,SI
3242,sim pro control,All products,SI
3243,frais d'activation,All products,SI
3244,"PACK 2 : Séminaire de 3 jours «La gestion de la force de vente» le 03, 04 et 05 Octobre 2015 – Tout inclus",All products,SI
3245,Chambre single,All products,SI
3246,Chambre double,All products,SI
3247,divers,All products,SI
3248,location chambre hotel,All products,SI
3249,taxe promotionnelle,All products,SI
3250,Fauteuil directeur en simili cuire noir acc bois,All products,SI
3251,"Snap Up 2,40x3m(plat)",All products,SI
3252,"Rolleur up 1,50x2m",All products,SI
3253,"Rolleur up 0,85x2,10m",All products,SI
3254,Porte document filet,All products,SI
3255,Support Plasma,All products,SI
3257,Hebergement serveur Premium NS200.Netissime.dz + licence CPANEL,All products,SI
3258,Hebergement serveur First ns 201.Netissime.dz+licence CPANEL,All products,SI
3259,Hebergement serveurns203.Netissime.dz+licence CPANEL,All products,SI
3261,Location DE 6IP pour le serveur ns202.netissime.dz 1 ip/800 DZD,All products,SI
3262,Hebergement serveur Premium ns205.netissime.dz+4 adresses IP,All products,SI
3268,Carte de recharge 4 G LTE,All products,SI
3272,HOTESSE D'ACCEUIL,All products,SI
3274,TONER HP Laser,All products,SI
3275,puce ooredoo pro controle 056,All products,SI
3276,cotisation JIL FCE,All products,SI
3277,support et assistance technique,All products,SI
3278,Location d'une chambre single,All products,SI
3280,HP ENVY 15-K114NF,All products,SI
3281,Hebergement serveur First ns 311.netissime.dz + licence,All products,SI
3282,Hebergement serveur First ns201.Netissime.dz+licence CPANEL,All products,SI
3283,hEBERGEMENT SERVEUR fIRST NS203.nETISSIME.DZ+LICENCE cpanel,All products,SI
3284,Hebergement serveur ECO+ns202.netissime.dz,All products,SI
3285,Location de 6ip pour le serveur ns202.netissime.dz 1 IP/800DZD,All products,SI
3286,Hébergement serveur Premium ns 205.netissime.dz+4 adresses IP,All products,SI
3287,Hebergement serveur Premium ns305.netissime.dz+licence Cpanel,All products,SI
3288,Hébergement serveur First ns 311.netissime.dz+licence Cpanel,All products,SI
3289,STORM,All products,SI
3290,Bundel nouvelle acquisition,All products,SI
3291,option n'ternet 500DA,All products,SI
3292,Ligne contrat de service :CS 15/0415 S-S-FX-012 Fax to mail support @ayrade.com,All products,SI
3293,toner hp noir pack de toners p1566/p1606/mi536,All products,SI
3295,billet d'avion bouchouata seif eddine,All products,SI
3296,billet d'avion dehane habiba,All products,SI
3297,frais d'agence tva,All products,SI
3298,taxe de sejour,All products,SI
3299,blanchisserie,All products,SI
3300,location chambre hotel pension complète pour 3 personnes,All products,SI
3301,Hébergement windows 100 Go,All products,SI
3333,essai vehicule,All products,SI
3337,hebergement serveur netissime eco+ns202.netissime.dz,All products,SI
3341,hebergement serveur netissime first ns311.netissime.dz+licence cpanel,All products,SI
3422,montage rolleur up avec impression sur bache,All products,SI
3229,SERVEUR HP Proliant ML310e Gen8,All products,SI
3304,location chambre hotel pension complete pour de 2 personnes,All products,SI
3305,montant total des forfaits,All products,SI
3306,option internet,All products,SI
3307,paiement avance,All products,SI
3308,IP PHONE D30,All products,SI
3309,vidange vehicule symbole,All products,SI
3310,filtre à huile,All products,SI
3311,rondelle etancheite,All products,SI
3312,huile 15w40,All products,SI
3313,Dell Inspiron 3543‐2259 ‐ Core‐i5 5200U‐ 8G‐ 500GB‐ DVD RW ‐ Intel HD graphics ‐ Webcam ‐ WiFi ‐ Free Dos + Sacoche,All products,SI
3314,Dell Inspiron 3542‐ Core i3‐4005U‐ 4G‐ 500Go‐ DVD RW ‐Intel HD Graphic ‐ Webcam ‐ WiFi ‐ Free Dos + Sacoche,All products,SI
3315,Projet d'Organisation et de Mise à niveau : ,All products,SI
3323,support aout/ septembre,All products,SI
3317,Mapilab Toolbox ,All products,SI
3318,Mapilab Attachement Processor ,All products,SI
3319,support cae118 12/2015,All products,SI
3320,support aout/ septembre,All products,SI
3321,support aout/ septembre,All products,SI
3322,support aout/ septembre,All products,SI
3324,plaquettes de frein,All products,SI
3325,Fax national (5.5min ),All products,SI
3326,Organisation national (44.1998 ),All products,SI
3327,kit courroi,All products,SI
3328,courroi alternateur,All products,SI
3329,Kit Distribution,All products,SI
3330,remlacement courroie distribution,All products,SI
3346,licences serveur vps 82.196.25.5,All products,SI
3347,"Porte document avec forme de découpe ronde ,pelliculage mat sur le recto+un catalogue 8 pages format A4",All products,SI
3348,"Rolleur Up format 1,50x2,10cm avec impression",All products,SI
3377,Consommable carte badge,All products,SI
3349,IMPRIMANTE HP LASERJET MULTIFONCTION PRO M176N,All products,SI
3354,TELEPHONE GSM WIKO SUNSET 2 NOIR,All products,SI
3355,VPS CLOUD 3,All products,SI
3378,Installation formation logiciel,All products,SI
3351,SITE DYNAMIQUE,All products,SI
3360,casque 550 USB mono lynk,All products,SI
3362,point d'acces D-Link DAP-1360,All products,SI
3364,cables Rj45 10 metres,All products,SI
3365,mémoire DDR3 8Go,All products,SI
3366,busness,All products,SI
3367,busness control,All products,SI
3369,Elaboration fiche de poste. Recherche et sélection. Recrutement. Accompagnement.,All products,SI
3370,BELBACHIR MOHAMED LAMINE.ALG-CBH-ALG.Billet n°124 2405 280 840,All products,SI
3371,DEHANE HABIBA.ALG-CBH-ALG.Billet n°124 2405 280 841,All products,SI
3374,TERMINAL KEOPS Biométrique,All products,SI
3379,Installation materiel pointeuse et serveur,All products,SI
3380,Interface paye à réaliser selon rubriques,All products,SI
3397,agraffe 24/6,All products,SI
3398,colle glue pen 50 ml,All products,SI
3383,rame papier extra blanc,All products,SI
3385,pochette faras f 38 radio,All products,SI
3392,couvert page de garde neutre,All products,SI
3353,MAINTENANCE SITE WEB,All products,SI
3386,pile energizer max E91,All products,SI
3387,surligneur fluorescent,All products,SI
3389,gomme blanche,All products,SI
3390,rame papier extra blanc 80 grs,All products,SI
3391,cable HDMI/HDMI 5 m,All products,SI
3393,marqueur pour tableau blanc tete biseaute,All products,SI
3394,pochette faras F26 kraft,All products,SI
3395,tapis souris lux,All products,SI
3396,crayon noir embout (hb),All products,SI
3399,post-it 75*75 multi couleur 320 f,All products,SI
3400,boite archive personnalisée en carton avec tresse,All products,SI
3401,stylo correcteur tete metal,All products,SI
3402,LOCATION SALLE JUPITER,All products,SI
3403,Hp AIO 15 4 G 500 WIN 7,All products,SI
3404,origination national,All products,SI
3405,"fax national (6,5)",All products,SI
3406,origination national (55.0167 ),All products,SI
3407,fax national (13min),All products,SI
3408,originational national (462.02 min ),All products,SI
3409,licences serveur vps 82.196.25.4,All products,SI
3410,licences serveur vps 82.196.25.4.4,All products,SI
3411,licences serveur vps 82.196.254,All products,SI
3412,licences serveur vps 82.196.25.3,All products,SI
3413,licence serveur vps 82.196.25.6,All products,SI
3414,licence serveur vps 92.39.251.179,All products,SI
3415,licence serveur vps 82.196.25.5,All products,SI
3417,DYNAMIC WEBSITE,All products,SI
3418,WEB HOSTING ,All products,SI
